article_id,article_published_at,consolidated_event_tags,consolidated_event_type,consolidated_factor_name,factor_category,event_tag_category,factor_magnitude,factor_movement,article_source_credibility,market_perception_intensity,causal_certainty,ai_assessment_business_impact_likelihood,ai_assessment_competitive_risk,ai_assessment_execution_risk,abs_change_1day_after_pct
art_0270,2024-13-22T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.643575158018725,-1,8.644425282840867,7.2,0.75,0.8,0.6,0.4,-4.88947775751161
art_0271,2024-13-22T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.33463095681076,-1,8.85184497951249,8.9,0.85,0.9,0.3,0.2,4.504909229188554
art_0272,2024-13-23T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.715157286638963,-1,8.209232821467747,7.2,0.75,0.8,0.6,0.4,0.06901362392300303
art_0273,2024-13-23T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.785542542120313,-1,9.702128471709166,8.9,0.85,0.9,0.3,0.2,-1.0309699200900626
art_0274,2024-13-24T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.77986880599338,1,8.426717150076353,7.2,0.75,0.8,0.6,0.4,-0.6457112753357812
art_0275,2024-13-24T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.027467811334667,1,9.615246489946536,8.9,0.85,0.9,0.3,0.2,-2.6268489091908975
art_0276,2024-13-25T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.458185532151267,1,7.933844073452311,7.2,0.75,0.8,0.6,0.4,0.1603774829069735
art_0277,2024-13-25T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.112403021271186,1,8.29944278572648,8.9,0.85,0.9,0.3,0.2,-2.0173521672063597
art_0278,2024-13-26T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.821988084044877,1,8.95850036837301,7.2,0.75,0.8,0.6,0.4,-4.710907290316562
art_0279,2024-13-26T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.077362044626454,1,9.05812345202356,8.9,0.85,0.9,0.3,0.2,-2.1055207142667998
art_0280,2024-13-27T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.085559080388286,1,8.472243253845646,7.2,0.75,0.8,0.6,0.4,-3.2070747727740487
art_0281,2024-13-27T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.494018024040159,-1,9.986098374137514,8.9,0.85,0.9,0.3,0.2,2.937633871626111
art_0282,2024-13-28T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.8839116684046875,1,9.219617525745976,7.2,0.75,0.8,0.6,0.4,0.9994343659708402
art_0283,2024-13-28T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.4506390760318,-1,8.10474198945442,8.9,0.85,0.9,0.3,0.2,-4.631413802113368
art_0284,2024-13-29T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.883398850596677,1,9.141702967667484,7.2,0.75,0.8,0.6,0.4,4.2272031833155275
art_0285,2024-13-29T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.384013020436347,1,9.6759750899355,8.9,0.85,0.9,0.3,0.2,4.609824507351888
art_0286,2024-13-30T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.75390746350726,1,9.004617150023167,7.2,0.75,0.8,0.6,0.4,2.37317830541355
art_0287,2024-13-30T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.527929569531585,-1,9.624252785414185,8.9,0.85,0.9,0.3,0.2,1.9266572115749678
art_0288,2024-13-31T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.705470590132995,1,8.381611034721129,7.2,0.75,0.8,0.6,0.4,-1.0362766940536705
art_0289,2024-13-31T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.303924553144107,1,8.170743313988089,8.9,0.85,0.9,0.3,0.2,3.6667832703810426
art_0290,2024-13-32T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.052706398525473,1,7.804045256271639,7.2,0.75,0.8,0.6,0.4,0.40290793555345505
art_0291,2024-13-32T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.174031065582572,-1,9.289583906235492,8.9,0.85,0.9,0.3,0.2,-1.0242628608061546
art_0292,2024-13-33T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.582671873008469,-1,8.301058280092112,7.2,0.75,0.8,0.6,0.4,2.9117018372974037
art_0293,2024-13-33T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.59774734807613,-1,10.0,8.9,0.85,0.9,0.3,0.2,-1.2209818313542184
art_0294,2024-13-34T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.415642865437402,-1,7.608918702596057,7.2,0.75,0.8,0.6,0.4,-2.5390777107256914
art_0295,2024-13-34T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.826435094526413,-1,9.955644084601838,8.9,0.85,0.9,0.3,0.2,4.397714538634784
art_0296,2024-13-35T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.793998383833069,1,8.292952278053981,7.2,0.75,0.8,0.6,0.4,-4.744106861858492
art_0297,2024-13-35T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.587814396355183,-1,8.509691140149299,8.9,0.85,0.9,0.3,0.2,-1.4122634209359863
art_0298,2024-13-36T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.657263053356882,-1,7.645172803165309,7.2,0.75,0.8,0.6,0.4,-3.928075103433659
art_0299,2024-13-36T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.2591849042840515,-1,10.0,8.9,0.85,0.9,0.3,0.2,1.5162504704276163
art_0300,2024-14-07T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.5059267231384,-1,9.479266047026497,7.2,0.75,0.8,0.6,0.4,-1.0574667641722324
art_0301,2024-14-07T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.259798845492226,-1,9.790945983145964,8.9,0.85,0.9,0.3,0.2,1.085592621172367
art_0302,2024-14-08T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.795218902873977,-1,8.949867603932262,7.2,0.75,0.8,0.6,0.4,1.2512225791659564
art_0303,2024-14-08T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.40603012618752,1,8.453020369551199,8.9,0.85,0.9,0.3,0.2,-2.5267676312688394
art_0304,2024-14-09T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.705183674201853,1,8.189305351580963,7.2,0.75,0.8,0.6,0.4,0.18753572749663405
art_0305,2024-14-09T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.234946052161673,1,9.953923116843002,8.9,0.85,0.9,0.3,0.2,-3.709702630540568
art_0306,2024-14-10T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.31953352673745,1,9.382661180047611,7.2,0.75,0.8,0.6,0.4,3.001595977995329
art_0307,2024-14-10T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.301014870122195,1,8.209728441573391,8.9,0.85,0.9,0.3,0.2,-0.48521485149676824
art_0308,2024-14-11T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.222754383716822,-1,9.324609458771404,7.2,0.75,0.8,0.6,0.4,1.7247169242481508
art_0309,2024-14-11T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.387158410014186,1,9.920158853107601,8.9,0.85,0.9,0.3,0.2,-0.3697601541250153
art_0310,2024-14-12T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.61665501437615,1,8.235733636087824,7.2,0.75,0.8,0.6,0.4,4.041614264211997
art_0311,2024-14-12T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.257862201958357,1,9.95623821715927,8.9,0.85,0.9,0.3,0.2,3.8500397142033673
art_0312,2024-14-13T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.454472510861539,-1,8.314088380400467,7.2,0.75,0.8,0.6,0.4,3.5161614407211683
art_0313,2024-14-13T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.66721061828232,1,8.437927221435007,8.9,0.85,0.9,0.3,0.2,-2.4761321410712744
art_0314,2024-14-14T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.917926491972095,-1,9.169312140312499,7.2,0.75,0.8,0.6,0.4,-2.587696140951615
art_0315,2024-14-14T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.943034923130398,-1,9.837732507640572,8.9,0.85,0.9,0.3,0.2,4.981669644222013
art_0316,2024-14-15T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,5.754420450731321,-1,9.320786355092721,7.2,0.75,0.8,0.6,0.4,1.4250158674594893
art_0317,2024-14-15T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.662411386161928,1,9.056408818991443,8.9,0.85,0.9,0.3,0.2,-3.235400803930033
art_0318,2024-14-16T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.095924487677479,-1,8.154821924075922,7.2,0.75,0.8,0.6,0.4,0.16287550735859657
art_0319,2024-14-16T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.961627571970774,-1,8.760093824249651,8.9,0.85,0.9,0.3,0.2,-2.700612559596691
art_0320,2024-14-17T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.93831116505127,-1,8.312272877948114,7.2,0.75,0.8,0.6,0.4,2.9562580772592746
art_0321,2024-14-17T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.340626482773974,-1,8.752082524739087,8.9,0.85,0.9,0.3,0.2,0.6025144678557464
art_0322,2024-14-18T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.310084185582879,-1,7.895785571145458,7.2,0.75,0.8,0.6,0.4,-3.05511287505839
art_0323,2024-14-18T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.079150722881995,1,9.565643576448906,8.9,0.85,0.9,0.3,0.2,2.43523409519148
art_0324,2024-14-19T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.214484727515902,-1,8.10370134287521,7.2,0.75,0.8,0.6,0.4,-2.848778875315936
art_0325,2024-14-19T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.22327267590946,-1,9.623760312771637,8.9,0.85,0.9,0.3,0.2,4.359609537062484
art_0326,2024-14-20T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.358181702478728,-1,7.62474431121703,7.2,0.75,0.8,0.6,0.4,3.9071134168990476
art_0327,2024-14-20T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.005871264882199,1,9.027417193782428,8.9,0.85,0.9,0.3,0.2,0.1657192543089172
art_0328,2024-14-21T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.085884617926522,-1,7.7685766024358465,7.2,0.75,0.8,0.6,0.4,-1.3982336053537727
art_0329,2024-14-21T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.619760809834824,-1,9.869686699496791,8.9,0.85,0.9,0.3,0.2,2.878964428461366
art_0330,2024-14-22T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.555575880826197,1,9.366367440960163,7.2,0.75,0.8,0.6,0.4,-2.3121031120161026
art_0331,2024-14-22T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.200442257241951,1,9.894272175351002,8.9,0.85,0.9,0.3,0.2,-1.8769970571517192
art_0332,2024-14-23T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.008409550681392,1,9.04624720600935,7.2,0.75,0.8,0.6,0.4,-3.5658954115643082
art_0333,2024-14-23T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.69188072969667,-1,9.436440921714437,8.9,0.85,0.9,0.3,0.2,2.4876032608188066
art_0334,2024-14-24T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.657465747395386,1,9.000102306959398,7.2,0.75,0.8,0.6,0.4,4.240235184237086
art_0335,2024-14-24T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.340204803623985,1,9.983585665901334,8.9,0.85,0.9,0.3,0.2,3.1540357212911214
art_0336,2024-14-25T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.081462890292131,-1,7.690755708989617,7.2,0.75,0.8,0.6,0.4,4.443289425734546
art_0337,2024-14-25T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.385721671288007,-1,8.34115355887084,8.9,0.85,0.9,0.3,0.2,-4.628561797228647
art_0338,2024-14-26T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.240172685556557,-1,8.405931298453494,7.2,0.75,0.8,0.6,0.4,2.423707830519728
art_0339,2024-14-26T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,10.157768570779282,-1,9.859446288373537,8.9,0.85,0.9,0.3,0.2,-1.2376978557367457
art_0340,2024-14-27T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.810860676151874,1,7.551359558460309,7.2,0.75,0.8,0.6,0.4,4.761074514067161
art_0341,2024-14-27T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.922839922939763,-1,9.911529378073144,8.9,0.85,0.9,0.3,0.2,-2.449515645202659
art_0342,2024-14-28T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.254193302699182,-1,7.9972762371183395,7.2,0.75,0.8,0.6,0.4,4.516259676912018
art_0343,2024-14-28T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.519254547297319,-1,9.792559934991688,8.9,0.85,0.9,0.3,0.2,1.6523434062138147
art_0344,2024-14-29T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.612562865711247,-1,8.348885924522019,7.2,0.75,0.8,0.6,0.4,-2.997328426596493
art_0345,2024-14-29T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.245426828908018,-1,9.103099530535367,8.9,0.85,0.9,0.3,0.2,3.0701292263240116
art_0346,2024-14-30T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.965867689045849,-1,9.061274870113184,7.2,0.75,0.8,0.6,0.4,-2.767157245513454
art_0347,2024-14-30T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.856858936012669,-1,8.261181903069355,8.9,0.85,0.9,0.3,0.2,-0.6676724915048959
art_0348,2024-14-31T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.545697900242332,1,8.988576409582748,7.2,0.75,0.8,0.6,0.4,1.991504930560711
art_0349,2024-14-31T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.487432486070993,-1,8.128426631622228,8.9,0.85,0.9,0.3,0.2,2.1008685695108875
art_0350,2024-14-32T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.42034554511409,1,7.641623204511801,7.2,0.75,0.8,0.6,0.4,-1.892096976419281
art_0351,2024-14-32T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.425068971730653,-1,9.422657380516764,8.9,0.85,0.9,0.3,0.2,4.048753832433919
art_0352,2024-14-33T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.311916901148468,1,8.44104949511131,7.2,0.75,0.8,0.6,0.4,2.7614879996317416
art_0353,2024-14-33T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.955668494270594,1,9.220929063173987,8.9,0.85,0.9,0.3,0.2,-4.982144814751655
art_0354,2024-14-34T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.906167734947564,-1,9.304963181282845,7.2,0.75,0.8,0.6,0.4,3.610793812183413
art_0355,2024-14-34T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.63588286633476,1,9.417926353645955,8.9,0.85,0.9,0.3,0.2,-2.9925681114420613
art_0356,2024-14-35T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.608513858762626,1,8.629006273921467,7.2,0.75,0.8,0.6,0.4,-0.8314287047860063
art_0357,2024-14-35T13:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.459314428262919,1,9.192680617296386,8.9,0.85,0.9,0.3,0.2,-3.466198719922835
art_0358,2024-14-36T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.3582359843984895,-1,8.912308944192512,7.2,0.75,0.8,0.6,0.4,-3.505799249899697
art_0359,2024-14-36T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.723624425584324,1,9.270419392135599,8.9,0.85,0.9,0.3,0.2,-1.4399498624375031
art_0360,2024-15-07T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.517991430015643,-1,7.546991066000846,7.2,0.75,0.8,0.6,0.4,1.1158716118525804
art_0361,2024-15-07T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.801996322034748,-1,8.74645881743016,8.9,0.85,0.9,0.3,0.2,1.3614793639402265
art_0362,2024-15-08T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.242218821789436,1,7.665540988950169,7.2,0.75,0.8,0.6,0.4,-0.6960693123118968
art_0363,2024-15-08T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.521462263673984,1,8.363914166405213,8.9,0.85,0.9,0.3,0.2,3.883942989782831
art_0364,2024-15-09T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.887802261544939,-1,7.888799330949476,7.2,0.75,0.8,0.6,0.4,-2.82564745805729
art_0365,2024-15-09T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.665415459117831,1,9.956841044742571,8.9,0.85,0.9,0.3,0.2,-3.167702663639428
art_0366,2024-15-10T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.459144907586637,1,7.532867005741556,7.2,0.75,0.8,0.6,0.4,3.995314190859933
art_0367,2024-15-10T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.281287337381947,1,9.544880348661804,8.9,0.85,0.9,0.3,0.2,-0.5476055088114116
art_0368,2024-15-11T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.292939677181112,1,8.353674666826974,7.2,0.75,0.8,0.6,0.4,-1.0524409795618919
art_0369,2024-15-11T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.036576780969241,1,8.611781813600537,8.9,0.85,0.9,0.3,0.2,-0.6398460817464171
art_0370,2024-15-12T11:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.891413042559519,-1,8.332392139751022,7.2,0.75,0.8,0.6,0.4,3.724883775696119
art_0371,2024-15-12T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.290866750002632,1,9.453896640369788,8.9,0.85,0.9,0.3,0.2,-0.4363931222151143
art_0372,2024-15-13T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.65122912000081,-1,8.042150908083128,7.2,0.75,0.8,0.6,0.4,-4.691157694488713
art_0373,2024-15-13T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.946580840407734,-1,10.0,8.9,0.85,0.9,0.3,0.2,2.3457496589848024
art_0374,2024-15-14T15:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.324197630168859,-1,7.831523931278374,7.2,0.75,0.8,0.6,0.4,-2.4991830651089186
art_0375,2024-15-14T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.42119333023226,1,9.521717625306193,8.9,0.85,0.9,0.3,0.2,-2.5320330852113306
art_0376,2024-15-15T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.591053059370855,1,8.68150155468248,7.2,0.75,0.8,0.6,0.4,-0.8028499476680127
art_0377,2024-15-15T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.584801930090658,-1,8.198386026286546,8.9,0.85,0.9,0.3,0.2,3.8993884305754953
art_0378,2024-15-16T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.835413553868388,-1,9.061272353624531,7.2,0.75,0.8,0.6,0.4,-2.6225379825807007
art_0379,2024-15-16T15:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.574416276889574,1,9.98454485511859,8.9,0.85,0.9,0.3,0.2,0.8621712357956666
art_0380,2024-15-17T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.252934500457327,1,8.43664527143394,7.2,0.75,0.8,0.6,0.4,0.3808997437908648
art_0381,2024-15-17T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.080394431089147,1,9.304141902530718,8.9,0.85,0.9,0.3,0.2,4.043806949727362
art_0382,2024-15-18T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.448993697579958,1,7.743389331940417,7.2,0.75,0.8,0.6,0.4,3.272402331449433
art_0383,2024-15-18T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,8.943809745679058,1,8.333964917078415,8.9,0.85,0.9,0.3,0.2,-4.29753080541976
art_0384,2024-15-19T09:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.047895795249048,1,8.10881876305118,7.2,0.75,0.8,0.6,0.4,-3.6243400811674222
art_0385,2024-15-19T09:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.177698089139617,-1,8.609637033291731,8.9,0.85,0.9,0.3,0.2,-0.7631068055232806
art_0386,2024-15-20T14:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.610340895331687,-1,9.42253177976751,7.2,0.75,0.8,0.6,0.4,2.06664240187591
art_0387,2024-15-20T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.175843876252419,1,9.297177913974357,8.9,0.85,0.9,0.3,0.2,1.86523115590753
art_0388,2024-15-21T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,7.200769207590499,-1,8.417131489631796,7.2,0.75,0.8,0.6,0.4,2.5245797490347766
art_0389,2024-15-21T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.546872613026179,1,9.971681713928685,8.9,0.85,0.9,0.3,0.2,-2.610185675123039
art_0390,2024-15-22T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.137243343697081,1,8.719710334121714,7.2,0.75,0.8,0.6,0.4,1.77879198682772
art_0391,2024-15-22T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.702255902590826,-1,9.325087633371696,8.9,0.85,0.9,0.3,0.2,0.24410606739945973
art_0392,2024-15-23T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.684032261674844,1,8.919088588724215,7.2,0.75,0.8,0.6,0.4,2.835651609668889
art_0393,2024-15-23T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,9.199274490765864,1,9.790149084035834,8.9,0.85,0.9,0.3,0.2,3.110190331629477
art_0394,2024-15-24T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.434524162358262,1,8.116137136754151,7.2,0.75,0.8,0.6,0.4,4.450551934775174
art_0395,2024-15-24T10:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.832195105903761,1,8.976681312196696,8.9,0.85,0.9,0.3,0.2,-0.5094717727853997
art_0396,2024-15-25T12:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,8.728874454069711,-1,8.116360179621088,7.2,0.75,0.8,0.6,0.4,1.5592351924706271
art_0397,2024-15-25T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.8918690504441145,1,8.368687311396945,8.9,0.85,0.9,0.3,0.2,3.7996962240717185
art_0398,2024-15-26T13:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.474496853625475,-1,9.103916046177671,7.2,0.75,0.8,0.6,0.4,-3.9641582467888723
art_0399,2024-15-26T14:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.6816475572729,-1,9.34943470799848,8.9,0.85,0.9,0.3,0.2,4.536002540730957
art_0400,2024-15-27T16:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,6.821069074727653,1,7.955024386569311,7.2,0.75,0.8,0.6,0.4,-0.20847937007246742
art_0401,2024-15-27T12:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,6.607105249568098,1,9.789121802092003,8.9,0.85,0.9,0.3,0.2,-3.177490685966683
art_0402,2024-15-28T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.491759712791909,1,7.706838537242213,7.2,0.75,0.8,0.6,0.4,3.288762898695925
art_0403,2024-15-28T16:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,7.116933742083621,-1,10.0,8.9,0.85,0.9,0.3,0.2,3.6291831996508233
art_0404,2024-15-29T10:00:00+00:00,"ai,hardware,software",product_announcement,market_share,market_position,technology,9.496601280713229,-1,7.663010590969492,7.2,0.75,0.8,0.6,0.4,-1.9168698207416615
art_0405,2024-15-29T11:00:00+00:00,"earnings,revenue_growth",earnings_report,revenue_growth_rate,financial_performance,financial,10.165930290446392,-1,9.008504180942701,8.9,0.85,0.9,0.3,0.2,-0.711434569352213
