article_id,article_published_at,abs_change_1day_after_pct,abs_change_1week_after_pct,consolidated_event_type,consolidated_factor_name,event_tag_category,factor_category,event_orientation,factor_orientation,evidence_level,evidence_source,market_regime,article_audience_split,event_trigger,market_perception_emotional_profile,market_perception_cognitive_biases,factor_magnitude,factor_movement,causal_certainty,article_source_credibility,market_perception_intensity,market_perception_hope_vs_fear,market_perception_surprise_vs_anticipated,market_perception_consensus_vs_division,market_perception_narrative_strength,ai_assessment_execution_risk,ai_assessment_competitive_risk,ai_assessment_business_impact_likelihood,ai_assessment_timeline_realism,ai_assessment_fundamental_strength,perception_gap_optimism_bias,perception_gap_risk_awareness,perception_gap_correction_potential,regime_alignment,reframing_potential,narrative_disruption,logical_directness,market_consensus_on_causality,article_author_credibility,article_publisher_credibility,article_time_lag_days,factor_effect_horizon_days,factor_about_time_days,consolidated_event_tags
id_803,2024-12-20 09:00:00+00,-2.5,3.9,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.004,1,0.03,0.03,0.03,-0.97,-0.97,0.03,0.03,0.03,0.03,0.03,0.03,0.03,-0.97,-0.97,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,3,84,83,"earnings,software"
id_804,2024-01-21 09:00:00+00,-2.0,4.2,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.005,-1,0.04,0.04,0.04,-0.96,-0.96,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-0.96,-0.96,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,4,85,84,"ai,hardware"
id_805,2024-02-22 09:00:00+00,-1.5,4.5,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.006,0,0.05,0.05,0.05,-0.95,-0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-0.95,-0.95,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,5,86,85,"earnings,software"
id_806,2024-03-23 09:00:00+00,-1.0,-4.5,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.007,1,0.06,0.06,0.06,-0.94,-0.94,0.06,0.06,0.06,0.06,0.06,0.06,0.06,-0.94,-0.94,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,6,87,86,"ai,hardware"
id_807,2024-04-24 09:00:00+00,-0.5,-4.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.008,-1,0.07,0.07,0.07,-0.93,-0.93,0.07,0.07,0.07,0.07,0.07,0.07,0.07,-0.93,-0.93,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,7,88,87,"earnings,software"
id_808,2024-05-25 09:00:00+00,0.0,-3.9,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.009000000000000001,0,0.08,0.08,0.08,-0.92,-0.92,0.08,0.08,0.08,0.08,0.08,0.08,0.08,-0.92,-0.92,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,8,89,88,"ai,hardware"
id_809,2024-06-26 09:00:00+00,0.5,-3.5999999999999996,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.009999999999999998,1,0.09,0.09,0.09,-0.91,-0.91,0.09,0.09,0.09,0.09,0.09,0.09,0.09,-0.91,-0.91,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,9,90,89,"earnings,software"
id_810,2024-07-27 09:00:00+00,1.0,-3.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.011,-1,0.1,0.1,0.1,-0.9,-0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-0.9,-0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,91,0,"ai,hardware"
id_811,2024-08-28 09:00:00+00,1.5,-3.0,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.012,0,0.11,0.11,0.11,-0.89,-0.89,0.11,0.11,0.11,0.11,0.11,0.11,0.11,-0.89,-0.89,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1,92,1,"earnings,software"
id_812,2024-09-01 09:00:00+00,2.0,-2.6999999999999997,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.013000000000000001,1,0.12,0.12,0.12,-0.88,-0.88,0.12,0.12,0.12,0.12,0.12,0.12,0.12,-0.88,-0.88,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,2,93,2,"ai,hardware"
id_813,2024-10-02 09:00:00+00,2.5,-2.4,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.013999999999999999,-1,0.13,0.13,0.13,-0.87,-0.87,0.13,0.13,0.13,0.13,0.13,0.13,0.13,-0.87,-0.87,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,3,94,3,"earnings,software"
id_814,2024-11-03 09:00:00+00,3.0,-2.1,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.015,0,0.14,0.14,0.14,-0.86,-0.86,0.14,0.14,0.14,0.14,0.14,0.14,0.14,-0.86,-0.86,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,4,95,4,"ai,hardware"
id_815,2024-12-04 09:00:00+00,3.5,-1.7999999999999998,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.016,1,0.15,0.15,0.15,-0.85,-0.85,0.15,0.15,0.15,0.15,0.15,0.15,0.15,-0.85,-0.85,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,5,96,5,"earnings,software"
id_816,2024-01-05 09:00:00+00,4.0,-1.5,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.017,-1,0.16,0.16,0.16,-0.84,-0.84,0.16,0.16,0.16,0.16,0.16,0.16,0.16,-0.84,-0.84,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,6,97,6,"ai,hardware"
id_817,2024-02-06 09:00:00+00,4.5,-1.2,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.018000000000000002,0,0.17,0.17,0.17,-0.83,-0.83,0.17,0.17,0.17,0.17,0.17,0.17,0.17,-0.83,-0.83,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,7,98,7,"earnings,software"
id_818,2024-03-07 09:00:00+00,5.0,-0.8999999999999999,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.019,1,0.18,0.18,0.18,-0.82,-0.82,0.18,0.18,0.18,0.18,0.18,0.18,0.18,-0.82,-0.82,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,8,99,8,"ai,hardware"
id_819,2024-04-08 09:00:00+00,-5.0,-0.6,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.02,-1,0.19,0.19,0.19,-0.81,-0.81,0.19,0.19,0.19,0.19,0.19,0.19,0.19,-0.81,-0.81,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,9,100,9,"earnings,software"
id_820,2024-05-09 09:00:00+00,-4.5,-0.3,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.021,0,0.2,0.2,0.2,-0.8,-0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,-0.8,-0.8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,101,10,"ai,hardware"
id_821,2024-06-10 09:00:00+00,-4.0,0.0,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.022000000000000002,1,0.21,0.21,0.21,-0.79,-0.79,0.21,0.21,0.21,0.21,0.21,0.21,0.21,-0.79,-0.79,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,1,102,11,"earnings,software"
id_822,2024-07-11 09:00:00+00,-3.5,0.3,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.023,-1,0.22,0.22,0.22,-0.78,-0.78,0.22,0.22,0.22,0.22,0.22,0.22,0.22,-0.78,-0.78,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,2,103,12,"ai,hardware"
id_823,2024-08-12 09:00:00+00,-3.0,0.6,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.024,0,0.23,0.23,0.23,-0.77,-0.77,0.23,0.23,0.23,0.23,0.23,0.23,0.23,-0.77,-0.77,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,3,104,13,"earnings,software"
id_824,2024-09-13 09:00:00+00,-2.5,0.8999999999999999,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.025,1,0.24,0.24,0.24,-0.76,-0.76,0.24,0.24,0.24,0.24,0.24,0.24,0.24,-0.76,-0.76,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,4,105,14,"ai,hardware"
id_825,2024-10-14 09:00:00+00,-2.0,1.2,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.026000000000000002,-1,0.25,0.25,0.25,-0.75,-0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,-0.75,-0.75,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,5,106,15,"earnings,software"
id_826,2024-11-15 09:00:00+00,-1.5,1.5,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.027,0,0.26,0.26,0.26,-0.74,-0.74,0.26,0.26,0.26,0.26,0.26,0.26,0.26,-0.74,-0.74,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,6,107,16,"ai,hardware"
id_827,2024-12-16 09:00:00+00,-1.0,1.7999999999999998,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.028,1,0.27,0.27,0.27,-0.73,-0.73,0.27,0.27,0.27,0.27,0.27,0.27,0.27,-0.73,-0.73,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,7,108,17,"earnings,software"
id_828,2024-01-17 09:00:00+00,-0.5,2.1,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.029,-1,0.28,0.28,0.28,-0.72,-0.72,0.28,0.28,0.28,0.28,0.28,0.28,0.28,-0.72,-0.72,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,8,109,18,"ai,hardware"
id_829,2024-02-18 09:00:00+00,0.0,2.4,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.030000000000000002,0,0.29,0.29,0.29,-0.71,-0.71,0.29,0.29,0.29,0.29,0.29,0.29,0.29,-0.71,-0.71,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,9,110,19,"earnings,software"
id_830,2024-03-19 09:00:00+00,0.5,2.6999999999999997,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.031,1,0.3,0.3,0.3,-0.7,-0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,-0.7,-0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0,111,20,"ai,hardware"
id_831,2024-04-20 09:00:00+00,1.0,3.0,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.032,-1,0.31,0.31,0.31,-0.69,-0.69,0.31,0.31,0.31,0.31,0.31,0.31,0.31,-0.69,-0.69,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,1,112,21,"earnings,software"
id_832,2024-05-21 09:00:00+00,1.5,3.3,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.033,0,0.32,0.32,0.32,-0.68,-0.68,0.32,0.32,0.32,0.32,0.32,0.32,0.32,-0.68,-0.68,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,2,113,22,"ai,hardware"
id_833,2024-06-22 09:00:00+00,2.0,3.5999999999999996,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.034,1,0.33,0.33,0.33,-0.67,-0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,-0.67,-0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,3,114,23,"earnings,software"
id_834,2024-07-23 09:00:00+00,2.5,3.9,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.035,-1,0.34,0.34,0.34,-0.66,-0.66,0.34,0.34,0.34,0.34,0.34,0.34,0.34,-0.66,-0.66,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,4,115,24,"ai,hardware"
id_835,2024-08-24 09:00:00+00,3.0,4.2,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.036000000000000004,0,0.35,0.35,0.35,-0.65,-0.65,0.35,0.35,0.35,0.35,0.35,0.35,0.35,-0.65,-0.65,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,5,116,25,"earnings,software"
id_836,2024-09-25 09:00:00+00,3.5,4.5,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.037,1,0.36,0.36,0.36,-0.64,-0.64,0.36,0.36,0.36,0.36,0.36,0.36,0.36,-0.64,-0.64,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,6,117,26,"ai,hardware"
id_837,2024-10-26 09:00:00+00,4.0,-4.5,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.038,-1,0.37,0.37,0.37,-0.63,-0.63,0.37,0.37,0.37,0.37,0.37,0.37,0.37,-0.63,-0.63,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,7,118,27,"earnings,software"
id_838,2024-11-27 09:00:00+00,4.5,-4.2,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.039,0,0.38,0.38,0.38,-0.62,-0.62,0.38,0.38,0.38,0.38,0.38,0.38,0.38,-0.62,-0.62,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,8,119,28,"ai,hardware"
id_839,2024-12-28 09:00:00+00,5.0,-3.9,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.04,1,0.39,0.39,0.39,-0.61,-0.61,0.39,0.39,0.39,0.39,0.39,0.39,0.39,-0.61,-0.61,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,9,120,29,"earnings,software"
id_840,2024-01-01 09:00:00+00,-5.0,-3.5999999999999996,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.041,-1,0.4,0.4,0.4,-0.6,-0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,-0.6,-0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,121,30,"ai,hardware"
id_841,2024-02-02 09:00:00+00,-4.5,-3.3,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.042,0,0.41,0.41,0.41,-0.59,-0.59,0.41,0.41,0.41,0.41,0.41,0.41,0.41,-0.59,-0.59,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,1,122,31,"earnings,software"
id_842,2024-03-03 09:00:00+00,-4.0,-3.0,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.043000000000000003,1,0.42,0.42,0.42,-0.58,-0.58,0.42,0.42,0.42,0.42,0.42,0.42,0.42,-0.58,-0.58,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,2,123,32,"ai,hardware"
id_843,2024-04-04 09:00:00+00,-3.5,-2.6999999999999997,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.044,-1,0.43,0.43,0.43,-0.57,-0.57,0.43,0.43,0.43,0.43,0.43,0.43,0.43,-0.57,-0.57,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,3,124,33,"earnings,software"
id_844,2024-05-05 09:00:00+00,-3.0,-2.4,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.045,0,0.44,0.44,0.44,-0.56,-0.56,0.44,0.44,0.44,0.44,0.44,0.44,0.44,-0.56,-0.56,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,4,125,34,"ai,hardware"
id_845,2024-06-06 09:00:00+00,-2.5,-2.1,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.046,1,0.45,0.45,0.45,-0.55,-0.55,0.45,0.45,0.45,0.45,0.45,0.45,0.45,-0.55,-0.55,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,5,126,35,"earnings,software"
id_846,2024-07-07 09:00:00+00,-2.0,-1.7999999999999998,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.047,-1,0.46,0.46,0.46,-0.54,-0.54,0.46,0.46,0.46,0.46,0.46,0.46,0.46,-0.54,-0.54,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,6,127,36,"ai,hardware"
id_847,2024-08-08 09:00:00+00,-1.5,-1.5,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.048,0,0.47,0.47,0.47,-0.53,-0.53,0.47,0.47,0.47,0.47,0.47,0.47,0.47,-0.53,-0.53,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,7,128,37,"earnings,software"
id_848,2024-09-09 09:00:00+00,-1.0,-1.2,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.049,1,0.48,0.48,0.48,-0.52,-0.52,0.48,0.48,0.48,0.48,0.48,0.48,0.48,-0.52,-0.52,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,8,129,38,"ai,hardware"
id_849,2024-10-10 09:00:00+00,-0.5,-0.8999999999999999,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.05,-1,0.49,0.49,0.49,-0.51,-0.51,0.49,0.49,0.49,0.49,0.49,0.49,0.49,-0.51,-0.51,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,9,130,39,"earnings,software"
id_850,2024-11-11 09:00:00+00,0.0,-0.6,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.051000000000000004,0,0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,131,40,"ai,hardware"
id_851,2024-12-12 09:00:00+00,0.5,-0.3,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.052,1,0.51,0.51,0.51,-0.49,-0.49,0.51,0.51,0.51,0.51,0.51,0.51,0.51,-0.49,-0.49,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,1,132,41,"earnings,software"
id_852,2024-01-13 09:00:00+00,1.0,0.0,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,predictive,predictive,explicit,article_text,bull,institutional,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.053,-1,0.52,0.52,0.52,-0.48,-0.48,0.52,0.52,0.52,0.52,0.52,0.52,0.52,-0.48,-0.48,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,2,133,42,"ai,hardware"
id_853,2024-02-14 09:00:00+00,1.5,0.3,earnings_report,market_perception,Financial & Markets,Market Sentiment,reflective,reflective,implied,press_release,bear,retail,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.054,0,0.53,0.53,0.53,-0.47,-0.47,0.53,0.53,0.53,0.53,0.53,0.53,0.53,-0.47,-0.47,0.53,0.53,0.53,0.53,0.53,0.53,0.53,0.53,3,134,43,"earnings,software"
id_854,2024-03-15 09:00:00+00,2.0,0.6,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,both,both,model,model_inference,neutral,both,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.055,1,0.54,0.54,0.54,-0.46,-0.46,0.54,0.54,0.54,0.54,0.54,0.54,0.54,-0.46,-0.46,0.54,0.54,0.54,0.54,0.54,0.54,0.54,0.54,4,135,44,"ai,hardware"
id_855,2024-04-16 09:00:00+00,2.5,0.8999999999999999,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,neutral,neutral,explicit,article_text,unknown,neither,press_release,['interest'],['optimism_bias'],0.056,-1,0.55,0.55,0.55,-0.45,-0.45,0.55,0.55,0.55,0.55,0.55,0.55,0.55,-0.45,-0.45,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,5,136,45,"earnings,software"
id_856,2024-05-17 09:00:00+00,3.0,1.2,earnings_report,market_perception,Technology & Innovation,Market Sentiment,predictive,predictive,implied,press_release,bull,institutional,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.057,0,0.56,0.56,0.56,-0.44,-0.44,0.56,0.56,0.56,0.56,0.56,0.56,0.56,-0.44,-0.44,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,6,137,46,"ai,hardware"
id_857,2024-06-18 09:00:00+00,3.5,1.5,analyst_update,operating_margin,Financial & Markets,Strategic Factors,reflective,reflective,model,model_inference,bear,retail,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.058,1,0.57,0.57,0.57,-0.43,-0.43,0.57,0.57,0.57,0.57,0.57,0.57,0.57,-0.43,-0.43,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,7,138,47,"earnings,software"
id_858,2024-07-19 09:00:00+00,4.0,1.7999999999999998,product_launch,revenue_growth_rate,Technology & Innovation,Financial Performance,both,both,explicit,article_text,neutral,both,press_release,"['anticipation', 'optimism']",['optimism_bias'],0.059000000000000004,-1,0.58,0.58,0.58,-0.42,-0.42,0.58,0.58,0.58,0.58,0.58,0.58,0.58,-0.42,-0.42,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,8,139,48,"ai,hardware"
id_859,2024-08-20 09:00:00+00,4.5,2.1,earnings_report,market_perception,Financial & Markets,Market Sentiment,neutral,neutral,implied,press_release,unknown,neither,media_report,['interest'],"['confirmation_bias', 'recency_bias']",0.06,0,0.59,0.59,0.59,-0.41,-0.41,0.59,0.59,0.59,0.59,0.59,0.59,0.59,-0.41,-0.41,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,9,140,49,"earnings,software"
id_860,2024-09-21 09:00:00+00,5.0,2.4,analyst_update,operating_margin,Technology & Innovation,Strategic Factors,predictive,predictive,model,model_inference,bull,institutional,earnings_call,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.061,1,0.6,0.6,0.6,-0.4,-0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,-0.4,-0.4,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,141,50,"ai,hardware"
id_861,2024-10-22 09:00:00+00,-5.0,2.6999999999999997,product_launch,revenue_growth_rate,Financial & Markets,Financial Performance,reflective,reflective,explicit,article_text,bear,retail,press_release,['interest'],['optimism_bias'],0.062,-1,0.61,0.61,0.61,-0.39,-0.39,0.61,0.61,0.61,0.61,0.61,0.61,0.61,-0.39,-0.39,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,1,142,51,"earnings,software"
id_862,2024-11-23 09:00:00+00,-4.5,3.0,earnings_report,market_perception,Technology & Innovation,Market Sentiment,both,both,implied,press_release,neutral,both,media_report,"['anticipation', 'optimism']","['confirmation_bias', 'recency_bias']",0.063,0,0.62,0.62,0.62,-0.38,-0.38,0.62,0.62,0.62,0.62,0.62,0.62,0.62,-0.38,-0.38,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,2,143,52,"ai,hardware"
id_863,2024-12-24 09:00:00+00,-4.0,3.3,analyst_update,operating_margin,Financial & Markets,Strategic Factors,neutral,neutral,model,model_inference,unknown,neither,earnings_call,['interest'],"['confirmation_bias', 'recency_bias']",0.064,1,0.63,0.63,0.63,-0.37,-0.37,0.63,0.63,0.63,0.63,0.63,0.63,0.63,-0.37,-0.37,0.63,0.63,0.63,0.63,0.63,0.63,0.63,0.63,3,144,53,"earnings,software"
